Statistic,Quarter,Area of Residence,UNIT,VALUE
Births Registered,2015Q3,Limerick County,Number,490
Births Registered,2015Q3,North Tipperary,Number,254
Births Registered,2015Q3,South Tipperary,Number,311
Births Registered,2015Q3,Tipperary,Number,
Births Registered,2015Q3,Connacht,Number,1882
Births Registered,2015Q3,Galway City,Number,277
Births Registered,2015Q3,Leitrim,Number,127
Births Registered,2015Q3,Mayo,Number,432
Births Registered,2015Q3,Roscommon,Number,201
Births Registered,2015Q3,Sligo,Number,195
Births Registered,2015Q3,Galway County,Number,650
Births Registered,2015Q3,Ulster (pt),Number,993
Births Registered,2015Q3,Cavan,Number,293
Births Registered,2015Q3,Donegal,Number,500
Births Registered,2015Q3,Monaghan,Number,200
Births Registered,2015Q3,Outside the State,Number,
Births Registered,2015Q4,State,Number,15534
Births Registered,2015Q4,Dublin City,Number,1784
Births Registered,2015Q4,Fingal,Number,1163
Births Registered,2015Q4,Dun Laoghaire Rathdown,Number,645
Births Registered,2015Q4,South Dublin,Number,1089
Births Registered,2015Q4,Leinster,Number,8931
Births Registered,2015Q4,Wicklow,Number,471
Births Registered,2015Q4,Carlow,Number,174
Births Registered,2015Q4,Kildare,Number,774
Births Registered,2015Q4,Kilkenny,Number,312
Births Registered,2015Q4,Laois,Number,302
Births Registered,2015Q4,Longford,Number,135
Births Registered,2015Q4,Louth,Number,415
Births Registered,2015Q4,Meath,Number,653
Births Registered,2015Q4,Offaly,Number,235
Births Registered,2015Q4,Westmeath,Number,295
Births Registered,2015Q4,Wexford,Number,484
Births Registered,2015Q4,Munster,Number,4049
Births Registered,2015Q4,Waterford County,Number,219
Births Registered,2015Q4,Waterford City,Number,155
Births Registered,2015Q4,Clare,Number,377
Births Registered,2015Q4,Cork City,Number,369
Births Registered,2015Q4,Cork County,Number,1401
Births Registered,2015Q4,Kerry,Number,397
Births Registered,2015Q4,Limerick City,Number,183
Births Registered,2015Q4,Limerick County,Number,451
Births Registered,2015Q4,North Tipperary,Number,236
Births Registered,2015Q4,South Tipperary,Number,261
Births Registered,2015Q4,Tipperary,Number,
Births Registered,2015Q4,Connacht,Number,1600
Births Registered,2015Q4,Galway City,Number,244
Births Registered,2015Q4,Leitrim,Number,91
Births Registered,2015Q4,Mayo,Number,385
Births Registered,2015Q4,Roscommon,Number,166
Births Registered,2015Q4,Sligo,Number,168
Births Registered,2015Q4,Galway County,Number,546
Births Registered,2015Q4,Ulster (pt),Number,954
Births Registered,2015Q4,Cavan,Number,274
Births Registered,2015Q4,Donegal,Number,457
Births Registered,2015Q4,Monaghan,Number,223
Births Registered,2015Q4,Outside the State,Number,
Births Registered,2016Q1,State,Number,16480
Births Registered,2016Q1,Dublin City,Number,1933
Births Registered,2016Q1,Fingal,Number,1253
Births Registered,2016Q1,Dun Laoghaire Rathdown,Number,742
Births Registered,2016Q1,South Dublin,Number,1039
Births Registered,2016Q1,Leinster,Number,9467
Births Registered,2016Q1,Wicklow,Number,489
Births Registered,2016Q1,Carlow,Number,193
Births Registered,2016Q1,Kildare,Number,866
Births Registered,2016Q1,Kilkenny,Number,300
Births Registered,2016Q1,Laois,Number,264
Births Registered,2016Q1,Longford,Number,156
Births Registered,2016Q1,Louth,Number,454
Births Registered,2016Q1,Meath,Number,722
Births Registered,2016Q1,Offaly,Number,250
Births Registered,2016Q1,Westmeath,Number,311
Births Registered,2016Q1,Wexford,Number,495
Births Registered,2016Q1,Munster,Number,4211
Births Registered,2016Q1,Waterford County,Number,229
Births Registered,2016Q1,Waterford City,Number,139
Births Registered,2016Q1,Clare,Number,398
Births Registered,2016Q1,Cork City,Number,356
Births Registered,2016Q1,Cork County,Number,1454
Births Registered,2016Q1,Kerry,Number,422
Births Registered,2016Q1,Limerick City,Number,197
Births Registered,2016Q1,Limerick County,Number,483
Births Registered,2016Q1,North Tipperary,Number,231
Births Registered,2016Q1,South Tipperary,Number,302
Births Registered,2016Q1,Tipperary,Number,
Births Registered,2016Q1,Connacht,Number,1843
Births Registered,2016Q1,Galway City,Number,271
Births Registered,2016Q1,Leitrim,Number,108
Births Registered,2016Q1,Mayo,Number,421
Births Registered,2016Q1,Roscommon,Number,223
Births Registered,2016Q1,Sligo,Number,194
Births Registered,2016Q1,Galway County,Number,626
Births Registered,2016Q1,Ulster (pt),Number,959
Births Registered,2016Q1,Cavan,Number,252
Births Registered,2016Q1,Donegal,Number,496
Births Registered,2016Q1,Monaghan,Number,211
Births Registered,2016Q1,Outside the State,Number,
Births Registered,2016Q2,State,Number,16219
Births Registered,2016Q2,Dublin City,Number,1780
Births Registered,2016Q2,Fingal,Number,1271
Births Registered,2016Q2,Dun Laoghaire Rathdown,Number,709
Births Registered,2016Q2,South Dublin,Number,1095
Births Registered,2016Q2,Leinster,Number,9317
Births Registered,2016Q2,Wicklow,Number,477
Births Registered,2016Q2,Carlow,Number,197
Births Registered,2016Q2,Kildare,Number,848
Births Registered,2016Q2,Kilkenny,Number,289
Births Registered,2016Q2,Laois,Number,249
Births Registered,2016Q2,Longford,Number,152
Births Registered,2016Q2,Louth,Number,458
Births Registered,2016Q2,Meath,Number,712
Births Registered,2016Q2,Offaly,Number,245
Births Registered,2016Q2,Westmeath,Number,344
Births Registered,2016Q2,Wexford,Number,491
Births Registered,2016Q2,Munster,Number,4218
Births Registered,2016Q2,Waterford County,Number,260
Births Registered,2016Q2,Waterford City,Number,145
Births Registered,2016Q2,Clare,Number,371
Births Registered,2016Q2,Cork City,Number,372
Births Registered,2016Q2,Cork County,Number,1430
Births Registered,2016Q2,Kerry,Number,433
Births Registered,2016Q2,Limerick City,Number,231
Births Registered,2016Q2,Limerick County,Number,457
Births Registered,2016Q2,North Tipperary,Number,246
Births Registered,2016Q2,South Tipperary,Number,273
Births Registered,2016Q2,Tipperary,Number,
Births Registered,2016Q2,Connacht,Number,1739
Births Registered,2016Q2,Galway City,Number,262
Births Registered,2016Q2,Leitrim,Number,105
Births Registered,2016Q2,Mayo,Number,394
Births Registered,2016Q2,Roscommon,Number,174
Births Registered,2016Q2,Sligo,Number,178
Births Registered,2016Q2,Galway County,Number,626
Births Registered,2016Q2,Ulster (pt),Number,945
Births Registered,2016Q2,Cavan,Number,264
Births Registered,2016Q2,Donegal,Number,464
Births Registered,2016Q2,Monaghan,Number,217
Births Registered,2016Q2,Outside the State,Number,
Births Registered,2016Q3,State,Number,16458
Births Registered,2016Q3,Dublin City,Number,1884
Births Registered,2016Q3,Fingal,Number,1245
Births Registered,2016Q3,Dun Laoghaire Rathdown,Number,693
Births Registered,2016Q3,South Dublin,Number,1125
Births Registered,2016Q3,Leinster,Number,9542
Births Registered,2016Q3,Wicklow,Number,489
Births Registered,2016Q3,Carlow,Number,207
Births Registered,2016Q3,Kildare,Number,805
Births Registered,2016Q3,Kilkenny,Number,303
Births Registered,2016Q3,Laois,Number,303
Births Registered,2016Q3,Longford,Number,158
Births Registered,2016Q3,Louth,Number,481
Births Registered,2016Q3,Meath,Number,750
Births Registered,2016Q3,Offaly,Number,270
Births Registered,2016Q3,Westmeath,Number,325
Births Registered,2016Q3,Wexford,Number,504
Births Registered,2016Q3,Munster,Number,4154
Births Registered,2016Q3,Waterford County,Number,228
Births Registered,2016Q3,Waterford City,Number,149
Births Registered,2016Q3,Clare,Number,377
Births Registered,2016Q3,Cork City,Number,346
Births Registered,2016Q3,Cork County,Number,1423
Births Registered,2016Q3,Kerry,Number,474
Births Registered,2016Q3,Limerick City,Number,204
Births Registered,2016Q3,Limerick County,Number,432
Births Registered,2016Q3,North Tipperary,Number,214
Births Registered,2016Q3,South Tipperary,Number,307
Births Registered,2016Q3,Tipperary,Number,
Births Registered,2016Q3,Connacht,Number,1804
Births Registered,2016Q3,Galway City,Number,278
Births Registered,2016Q3,Leitrim,Number,98
Births Registered,2016Q3,Mayo,Number,404
Births Registered,2016Q3,Roscommon,Number,193
Births Registered,2016Q3,Sligo,Number,209
Births Registered,2016Q3,Galway County,Number,622
Births Registered,2016Q3,Ulster (pt),Number,958
Births Registered,2016Q3,Cavan,Number,277
Births Registered,2016Q3,Donegal,Number,500
Births Registered,2016Q3,Monaghan,Number,181
Births Registered,2016Q3,Outside the State,Number,
Births Registered,2016Q4,State,Number,14740
Births Registered,2016Q4,Dublin City,Number,1676
Births Registered,2016Q4,Fingal,Number,1141
Births Registered,2016Q4,Dun Laoghaire Rathdown,Number,645
Births Registered,2016Q4,South Dublin,Number,977
Births Registered,2016Q4,Leinster,Number,8428
Births Registered,2016Q4,Wicklow,Number,443
Births Registered,2016Q4,Carlow,Number,146
Births Registered,2016Q4,Kildare,Number,733
Births Registered,2016Q4,Kilkenny,Number,276
Births Registered,2016Q4,Laois,Number,293
Births Registered,2016Q4,Longford,Number,127
Births Registered,2016Q4,Louth,Number,419
Births Registered,2016Q4,Meath,Number,621
Births Registered,2016Q4,Offaly,Number,243
Births Registered,2016Q4,Westmeath,Number,277
Births Registered,2016Q4,Wexford,Number,411
Births Registered,2016Q4,Munster,Number,3822
Births Registered,2016Q4,Waterford County,Number,228
Births Registered,2016Q4,Waterford City,Number,120
Births Registered,2016Q4,Clare,Number,334
Births Registered,2016Q4,Cork City,Number,308
Births Registered,2016Q4,Cork County,Number,1342
Births Registered,2016Q4,Kerry,Number,406
Births Registered,2016Q4,Limerick City,Number,200
Births Registered,2016Q4,Limerick County,Number,410
Births Registered,2016Q4,North Tipperary,Number,214
Births Registered,2016Q4,South Tipperary,Number,260
Births Registered,2016Q4,Tipperary,Number,
Births Registered,2016Q4,Connacht,Number,1628
Births Registered,2016Q4,Galway City,Number,250
Births Registered,2016Q4,Leitrim,Number,107
Births Registered,2016Q4,Mayo,Number,348
Births Registered,2016Q4,Roscommon,Number,174
Births Registered,2016Q4,Sligo,Number,193
Births Registered,2016Q4,Galway County,Number,556
Births Registered,2016Q4,Ulster (pt),Number,862
Births Registered,2016Q4,Cavan,Number,235
Births Registered,2016Q4,Donegal,Number,440
Births Registered,2016Q4,Monaghan,Number,187
Births Registered,2016Q4,Outside the State,Number,
Births Registered,2017Q1,State,Number,16487
Births Registered,2017Q1,Dublin City,Number,1832
Births Registered,2017Q1,Fingal,Number,1269
Births Registered,2017Q1,Dun Laoghaire Rathdown,Number,725
Births Registered,2017Q1,South Dublin,Number,1028
Births Registered,2017Q1,Leinster,Number,9503
Births Registered,2017Q1,Wicklow,Number,527
Births Registered,2017Q1,Carlow,Number,210
Births Registered,2017Q1,Kildare,Number,825
Births Registered,2017Q1,Kilkenny,Number,343
Births Registered,2017Q1,Laois,Number,303
Births Registered,2017Q1,Longford,Number,157
Births Registered,2017Q1,Louth,Number,457
Births Registered,2017Q1,Meath,Number,709
Births Registered,2017Q1,Offaly,Number,263
Births Registered,2017Q1,Westmeath,Number,321
Births Registered,2017Q1,Wexford,Number,534
Births Registered,2017Q1,Munster,Number,4185
Births Registered,2017Q1,Waterford County,Number,219
Births Registered,2017Q1,Waterford City,Number,160
Births Registered,2017Q1,Clare,Number,376
Births Registered,2017Q1,Cork City,Number,357
Births Registered,2017Q1,Cork County,Number,1412
Births Registered,2017Q1,Kerry,Number,457
Births Registered,2017Q1,Limerick City,Number,189
Births Registered,2017Q1,Limerick County,Number,500
Births Registered,2017Q1,North Tipperary,Number,232
Births Registered,2017Q1,South Tipperary,Number,283
Births Registered,2017Q1,Tipperary,Number,
Births Registered,2017Q1,Connacht,Number,1825
Births Registered,2017Q1,Galway City,Number,265
Births Registered,2017Q1,Leitrim,Number,109
Births Registered,2017Q1,Mayo,Number,444
Births Registered,2017Q1,Roscommon,Number,214
Births Registered,2017Q1,Sligo,Number,200
Births Registered,2017Q1,Galway County,Number,593
Births Registered,2017Q1,Ulster (pt),Number,974
Births Registered,2017Q1,Cavan,Number,268
Births Registered,2017Q1,Donegal,Number,517
Births Registered,2017Q1,Monaghan,Number,189
Births Registered,2017Q1,Outside the State,Number,
Births Registered,2017Q2,State,Number,15222
Births Registered,2017Q2,Dublin City,Number,1704
Births Registered,2017Q2,Fingal,Number,1183
Births Registered,2017Q2,Dun Laoghaire Rathdown,Number,662
Births Registered,2017Q2,South Dublin,Number,954
Births Registered,2017Q2,Leinster,Number,8676
Births Registered,2017Q2,Wicklow,Number,464
Births Registered,2017Q2,Carlow,Number,173
Births Registered,2017Q2,Kildare,Number,798
Births Registered,2017Q2,Kilkenny,Number,272
Births Registered,2017Q2,Laois,Number,298
Births Registered,2017Q2,Longford,Number,124
Births Registered,2017Q2,Louth,Number,389
Births Registered,2017Q2,Meath,Number,644
Births Registered,2017Q2,Offaly,Number,256
Births Registered,2017Q2,Westmeath,Number,299
Births Registered,2017Q2,Wexford,Number,456
Births Registered,2017Q2,Munster,Number,3998
Births Registered,2017Q2,Waterford County,Number,224
Births Registered,2017Q2,Waterford City,Number,129
Births Registered,2017Q2,Clare,Number,347
Births Registered,2017Q2,Cork City,Number,327
Births Registered,2017Q2,Cork County,Number,1433
Births Registered,2017Q2,Kerry,Number,378
Births Registered,2017Q2,Limerick City,Number,195
Births Registered,2017Q2,Limerick County,Number,447
Births Registered,2017Q2,North Tipperary,Number,226
Births Registered,2017Q2,South Tipperary,Number,292
Births Registered,2017Q2,Tipperary,Number,
Births Registered,2017Q2,Connacht,Number,1632
Births Registered,2017Q2,Galway City,Number,207
Births Registered,2017Q2,Leitrim,Number,93
Births Registered,2017Q2,Mayo,Number,341
Births Registered,2017Q2,Roscommon,Number,190
Births Registered,2017Q2,Sligo,Number,183
Births Registered,2017Q2,Galway County,Number,618
Births Registered,2017Q2,Ulster (pt),Number,916
Births Registered,2017Q2,Cavan,Number,303
Births Registered,2017Q2,Donegal,Number,426
Births Registered,2017Q2,Monaghan,Number,187
Births Registered,2017Q2,Outside the State,Number,
Births Registered,2017Q3,State,Number,15635
Births Registered,2017Q3,Dublin City,Number,1810
Births Registered,2017Q3,Fingal,Number,1098
Births Registered,2017Q3,Dun Laoghaire Rathdown,Number,626
Births Registered,2017Q3,South Dublin,Number,1042
Births Registered,2017Q3,Leinster,Number,8961
Births Registered,2017Q3,Wicklow,Number,463
Births Registered,2017Q3,Carlow,Number,188
Births Registered,2017Q3,Kildare,Number,819
Births Registered,2017Q3,Kilkenny,Number,279
Births Registered,2017Q3,Laois,Number,300
Births Registered,2017Q3,Longford,Number,144
Births Registered,2017Q3,Louth,Number,453
Births Registered,2017Q3,Meath,Number,746
Births Registered,2017Q3,Offaly,Number,243
Births Registered,2017Q3,Westmeath,Number,282
Births Registered,2017Q3,Wexford,Number,468
Births Registered,2017Q3,Munster,Number,4060
Births Registered,2017Q3,Waterford County,Number,214
Births Registered,2017Q3,Waterford City,Number,132
Births Registered,2017Q3,Clare,Number,366
Births Registered,2017Q3,Cork City,Number,371
Births Registered,2017Q3,Cork County,Number,1351
Births Registered,2017Q3,Kerry,Number,422
Births Registered,2017Q3,Limerick City,Number,217
Births Registered,2017Q3,Limerick County,Number,431
Births Registered,2017Q3,North Tipperary,Number,259
Births Registered,2017Q3,South Tipperary,Number,297
Births Registered,2017Q3,Tipperary,Number,
Births Registered,2017Q3,Connacht,Number,1677
Births Registered,2017Q3,Galway City,Number,219
Births Registered,2017Q3,Leitrim,Number,85
Births Registered,2017Q3,Mayo,Number,385
Births Registered,2017Q3,Roscommon,Number,180
Births Registered,2017Q3,Sligo,Number,176
Births Registered,2017Q3,Galway County,Number,632
Births Registered,2017Q3,Ulster (pt),Number,937
Births Registered,2017Q3,Cavan,Number,253
Births Registered,2017Q3,Donegal,Number,475
Births Registered,2017Q3,Monaghan,Number,209
Births Registered,2017Q3,Outside the State,Number,
Births Registered,2017Q4,State,Number,14709
Births Registered,2017Q4,Dublin City,Number,1699
Births Registered,2017Q4,Fingal,Number,1002
Births Registered,2017Q4,Dun Laoghaire Rathdown,Number,584
Births Registered,2017Q4,South Dublin,Number,976
Births Registered,2017Q4,Leinster,Number,8466
Births Registered,2017Q4,Wicklow,Number,437
Births Registered,2017Q4,Carlow,Number,195
Births Registered,2017Q4,Kildare,Number,740
Births Registered,2017Q4,Kilkenny,Number,289
Births Registered,2017Q4,Laois,Number,306
Births Registered,2017Q4,Longford,Number,133
Births Registered,2017Q4,Louth,Number,439
Births Registered,2017Q4,Meath,Number,653
Births Registered,2017Q4,Offaly,Number,228
Births Registered,2017Q4,Westmeath,Number,332
Births Registered,2017Q4,Wexford,Number,453
Births Registered,2017Q4,Munster,Number,3671
Births Registered,2017Q4,Waterford County,Number,182
Births Registered,2017Q4,Waterford City,Number,146
Births Registered,2017Q4,Clare,Number,341
Births Registered,2017Q4,Cork City,Number,317
Births Registered,2017Q4,Cork County,Number,1276
Births Registered,2017Q4,Kerry,Number,369
Births Registered,2017Q4,Limerick City,Number,182
Births Registered,2017Q4,Limerick County,Number,412
Births Registered,2017Q4,North Tipperary,Number,223
Births Registered,2017Q4,South Tipperary,Number,223
Births Registered,2017Q4,Tipperary,Number,
Births Registered,2017Q4,Connacht,Number,1653
Births Registered,2017Q4,Galway City,Number,225
Births Registered,2017Q4,Leitrim,Number,121
Births Registered,2017Q4,Mayo,Number,372
Births Registered,2017Q4,Roscommon,Number,188
Births Registered,2017Q4,Sligo,Number,178
Births Registered,2017Q4,Galway County,Number,569
Births Registered,2017Q4,Ulster (pt),Number,919
Births Registered,2017Q4,Cavan,Number,257
Births Registered,2017Q4,Donegal,Number,446
Births Registered,2017Q4,Monaghan,Number,216
Births Registered,2017Q4,Outside the State,Number,
Births Registered,2018Q1,State,Number,15659
Births Registered,2018Q1,Dublin City,Number,1805
Births Registered,2018Q1,Fingal,Number,1165
Births Registered,2018Q1,Dun Laoghaire Rathdown,Number,705
Births Registered,2018Q1,South Dublin,Number,959
Births Registered,2018Q1,Leinster,Number,8929
Births Registered,2018Q1,Wicklow,Number,410
Births Registered,2018Q1,Carlow,Number,210
Births Registered,2018Q1,Kildare,Number,787
Births Registered,2018Q1,Kilkenny,Number,304
Births Registered,2018Q1,Laois,Number,257
Births Registered,2018Q1,Longford,Number,156
Births Registered,2018Q1,Louth,Number,457
Births Registered,2018Q1,Meath,Number,638
Births Registered,2018Q1,Offaly,Number,248
Births Registered,2018Q1,Westmeath,Number,342
Births Registered,2018Q1,Wexford,Number,486
Births Registered,2018Q1,Munster,Number,4083
Births Registered,2018Q1,Waterford County,Number,208
Births Registered,2018Q1,Waterford City,Number,130
Births Registered,2018Q1,Clare,Number,326
Births Registered,2018Q1,Cork City,Number,333
Births Registered,2018Q1,Cork County,Number,1442
Births Registered,2018Q1,Kerry,Number,419
Births Registered,2018Q1,Limerick City,Number,188
Births Registered,2018Q1,Limerick County,Number,489
Births Registered,2018Q1,North Tipperary,Number,
Births Registered,2018Q1,South Tipperary,Number,
Births Registered,2018Q1,Tipperary,Number,548
Births Registered,2018Q1,Connacht,Number,1747
Births Registered,2018Q1,Galway City,Number,248
Births Registered,2018Q1,Leitrim,Number,113
Births Registered,2018Q1,Mayo,Number,383
Births Registered,2018Q1,Roscommon,Number,188
Births Registered,2018Q1,Sligo,Number,199
Births Registered,2018Q1,Galway County,Number,616
Births Registered,2018Q1,Ulster (pt),Number,885
Births Registered,2018Q1,Cavan,Number,237
Births Registered,2018Q1,Donegal,Number,459
Births Registered,2018Q1,Monaghan,Number,189
Births Registered,2018Q1,Outside the State,Number,15
Births Registered,2018Q2,State,Number,15419
Births Registered,2018Q2,Dublin City,Number,1889
Births Registered,2018Q2,Fingal,Number,1164
Births Registered,2018Q2,Dun Laoghaire Rathdown,Number,650
Births Registered,2018Q2,South Dublin,Number,1039
Births Registered,2018Q2,Leinster,Number,8925
Births Registered,2018Q2,Wicklow,Number,454
Births Registered,2018Q2,Carlow,Number,202
Births Registered,2018Q2,Kildare,Number,788
Births Registered,2018Q2,Kilkenny,Number,268
Births Registered,2018Q2,Laois,Number,287
Births Registered,2018Q2,Longford,Number,129
Births Registered,2018Q2,Louth,Number,394
Births Registered,2018Q2,Meath,Number,628
Births Registered,2018Q2,Offaly,Number,283
Births Registered,2018Q2,Westmeath,Number,319
Births Registered,2018Q2,Wexford,Number,431
Births Registered,2018Q2,Munster,Number,3941
Births Registered,2018Q2,Waterford County,Number,213
Births Registered,2018Q2,Waterford City,Number,165
Births Registered,2018Q2,Clare,Number,349
Births Registered,2018Q2,Cork City,Number,324
Births Registered,2018Q2,Cork County,Number,1353
Births Registered,2018Q2,Kerry,Number,379
Births Registered,2018Q2,Limerick City,Number,227
Births Registered,2018Q2,Limerick County,Number,461
Births Registered,2018Q2,North Tipperary,Number,
Births Registered,2018Q2,South Tipperary,Number,
Births Registered,2018Q2,Tipperary,Number,470
Births Registered,2018Q2,Connacht,Number,1630
Births Registered,2018Q2,Galway City,Number,256
Births Registered,2018Q2,Leitrim,Number,88
Births Registered,2018Q2,Mayo,Number,358
Births Registered,2018Q2,Roscommon,Number,174
Births Registered,2018Q2,Sligo,Number,174
Births Registered,2018Q2,Galway County,Number,580
Births Registered,2018Q2,Ulster (pt),Number,914
Births Registered,2018Q2,Cavan,Number,248
Births Registered,2018Q2,Donegal,Number,476
Births Registered,2018Q2,Monaghan,Number,190
Births Registered,2018Q2,Outside the State,Number,9
Births Registered,2018Q3,State,Number,15428
Births Registered,2018Q3,Dublin City,Number,1709
Births Registered,2018Q3,Fingal,Number,1171
Births Registered,2018Q3,Dun Laoghaire Rathdown,Number,662
Births Registered,2018Q3,South Dublin,Number,1009
Births Registered,2018Q3,Leinster,Number,8824
Births Registered,2018Q3,Wicklow,Number,450
Births Registered,2018Q3,Carlow,Number,233
Births Registered,2018Q3,Kildare,Number,773
Births Registered,2018Q3,Kilkenny,Number,271
Births Registered,2018Q3,Laois,Number,271
Births Registered,2018Q3,Longford,Number,131
Births Registered,2018Q3,Louth,Number,448
Births Registered,2018Q3,Meath,Number,718
Births Registered,2018Q3,Offaly,Number,226
Births Registered,2018Q3,Westmeath,Number,309
Births Registered,2018Q3,Wexford,Number,443
Births Registered,2018Q3,Munster,Number,3969
Births Registered,2018Q3,Waterford County,Number,207
Births Registered,2018Q3,Waterford City,Number,171
Births Registered,2018Q3,Clare,Number,339
Births Registered,2018Q3,Cork City,Number,338
Births Registered,2018Q3,Cork County,Number,1406
Births Registered,2018Q3,Kerry,Number,400
Births Registered,2018Q3,Limerick City,Number,192
Births Registered,2018Q3,Limerick County,Number,413
Births Registered,2018Q3,North Tipperary,Number,
Births Registered,2018Q3,South Tipperary,Number,
Births Registered,2018Q3,Tipperary,Number,503
Births Registered,2018Q3,Connacht,Number,1645
Births Registered,2018Q3,Galway City,Number,234
Births Registered,2018Q3,Leitrim,Number,103
Births Registered,2018Q3,Mayo,Number,325
Births Registered,2018Q3,Roscommon,Number,179
Births Registered,2018Q3,Sligo,Number,208
Births Registered,2018Q3,Galway County,Number,596
Births Registered,2018Q3,Ulster (pt),Number,980
Births Registered,2018Q3,Cavan,Number,281
Births Registered,2018Q3,Donegal,Number,474
Births Registered,2018Q3,Monaghan,Number,225
Births Registered,2018Q3,Outside the State,Number,10
Births Registered,2018Q4,State,Number,
Births Registered,2018Q4,Dublin City,Number,1638
Births Registered,2018Q4,Fingal,Number,1081
Births Registered,2018Q4,Dun Laoghaire Rathdown,Number,614
Births Registered,2018Q4,South Dublin,Number,894
Births Registered,2018Q4,Leinster,Number,8120
Births Registered,2018Q4,Wicklow,Number,388
Births Registered,2018Q4,Carlow,Number,189
Births Registered,2018Q4,Kildare,Number,719
Births Registered,2018Q4,Kilkenny,Number,283
Births Registered,2018Q4,Laois,Number,241
Births Registered,2018Q4,Longford,Number,146
Births Registered,2018Q4,Louth,Number,377
Births Registered,2018Q4,Meath,Number,613
Births Registered,2018Q4,Offaly,Number,215
Births Registered,2018Q4,Westmeath,Number,286
Births Registered,2018Q4,Wexford,Number,436
Births Registered,2018Q4,Munster,Number,3861
Births Registered,2018Q4,Waterford County,Number,158
Births Registered,2018Q4,Waterford City,Number,158
Births Registered,2018Q4,Clare,Number,348
Births Registered,2018Q4,Cork City,Number,331
Births Registered,2018Q4,Cork County,Number,1340
Births Registered,2018Q4,Kerry,Number,410
Births Registered,2018Q4,Limerick City,Number,191
Births Registered,2018Q4,Limerick County,Number,399
Births Registered,2018Q4,North Tipperary,Number,
Births Registered,2018Q4,South Tipperary,Number,
Births Registered,2018Q4,Tipperary,Number,526
Births Registered,2018Q4,Connacht,Number,1611
Births Registered,2018Q4,Galway City,Number,211
Births Registered,2018Q4,Leitrim,Number,95
Births Registered,2018Q4,Mayo,Number,375
Births Registered,2018Q4,Roscommon,Number,180
Births Registered,2018Q4,Sligo,Number,192
Births Registered,2018Q4,Galway County,Number,558
Births Registered,2018Q4,Ulster (pt),Number,909
Births Registered,2018Q4,Cavan,Number,242
Births Registered,2018Q4,Donegal,Number,483
Births Registered,2018Q4,Monaghan,Number,184
Births Registered,2018Q4,Outside the State,Number,9
Births Registered,2019Q1,State,Number,15893
Births Registered,2019Q1,Dublin City,Number,1788
Births Registered,2019Q1,Fingal,Number,1143
Births Registered,2019Q1,Dun Laoghaire Rathdown,Number,695
Births Registered,2019Q1,South Dublin,Number,1033
Births Registered,2019Q1,Leinster,Number,9127
Births Registered,2019Q1,Wicklow,Number,451
Births Registered,2019Q1,Carlow,Number,207
Births Registered,2019Q1,Kildare,Number,795
Births Registered,2019Q1,Kilkenny,Number,298
Births Registered,2019Q1,Laois,Number,288
Births Registered,2019Q1,Longford,Number,154
Births Registered,2019Q1,Louth,Number,447
Births Registered,2019Q1,Meath,Number,773
Births Registered,2019Q1,Offaly,Number,248
Births Registered,2019Q1,Westmeath,Number,311
Births Registered,2019Q1,Wexford,Number,496
Births Registered,2019Q1,Munster,Number,3978
Births Registered,2019Q1,Waterford County,Number,209
Births Registered,2019Q1,Waterford City,Number,162
Births Registered,2019Q1,Clare,Number,335
Births Registered,2019Q1,Cork City,Number,353
Births Registered,2019Q1,Cork County,Number,1333
Births Registered,2019Q1,Kerry,Number,438
Births Registered,2019Q1,Limerick City,Number,178
Births Registered,2019Q1,Limerick County,Number,414
Births Registered,2019Q1,North Tipperary,Number,
Births Registered,2019Q1,South Tipperary,Number,
Births Registered,2019Q1,Tipperary,Number,556
Births Registered,2019Q1,Connacht,Number,1796
Births Registered,2019Q1,Galway City,Number,198
Births Registered,2019Q1,Leitrim,Number,127
Births Registered,2019Q1,Mayo,Number,392
Births Registered,2019Q1,Roscommon,Number,209
Births Registered,2019Q1,Sligo,Number,234
Births Registered,2019Q1,Galway County,Number,636
Births Registered,2019Q1,Ulster (pt),Number,980
Births Registered,2019Q1,Cavan,Number,288
Births Registered,2019Q1,Donegal,Number,470
Births Registered,2019Q1,Monaghan,Number,222
Births Registered,2019Q1,Outside the State,Number,12
Births Registered,2019Q2,State,Number,14389
Births Registered,2019Q2,Dublin City,Number,1680
Births Registered,2019Q2,Fingal,Number,1066
Births Registered,2019Q2,Dun Laoghaire Rathdown,Number,657
Births Registered,2019Q2,South Dublin,Number,950
Births Registered,2019Q2,Leinster,Number,8328
Births Registered,2019Q2,Wicklow,Number,411
Births Registered,2019Q2,Carlow,Number,183
Births Registered,2019Q2,Kildare,Number,729
Births Registered,2019Q2,Kilkenny,Number,251
Births Registered,2019Q2,Laois,Number,274
Births Registered,2019Q2,Longford,Number,154
Births Registered,2019Q2,Louth,Number,414
Births Registered,2019Q2,Meath,Number,653
Births Registered,2019Q2,Offaly,Number,223
Births Registered,2019Q2,Westmeath,Number,254
Births Registered,2019Q2,Wexford,Number,429
Births Registered,2019Q2,Munster,Number,3606
Births Registered,2019Q2,Waterford County,Number,156
Births Registered,2019Q2,Waterford City,Number,158
Births Registered,2019Q2,Clare,Number,332
Births Registered,2019Q2,Cork City,Number,341
Births Registered,2019Q2,Cork County,Number,1297
Births Registered,2019Q2,Kerry,Number,360
Births Registered,2019Q2,Limerick City,Number,193
