"Statistic","Year","County","Sex","UNIT","VALUE"
"Median Weekly Earnings","2013","Kildare","Female","Euro","505.88"
"Median Weekly Earnings","2013","Kilkenny","Both sexes","Euro","535.83"
"Median Weekly Earnings","2013","Kilkenny","Male","Euro","589.66"
"Median Weekly Earnings","2013","Kilkenny","Female","Euro","483.47"
"Median Weekly Earnings","2013","Laois","Both sexes","Euro","551.86"
"Median Weekly Earnings","2013","Laois","Male","Euro","607.52"
"Median Weekly Earnings","2013","Laois","Female","Euro","489.69"
"Median Weekly Earnings","2013","Longford","Both sexes","Euro","504.98"
"Median Weekly Earnings","2013","Longford","Male","Euro","541.87"
"Median Weekly Earnings","2013","Longford","Female","Euro","468.64"
"Median Weekly Earnings","2013","Louth","Both sexes","Euro","513.02"
"Median Weekly Earnings","2013","Louth","Male","Euro","576.92"
"Median Weekly Earnings","2013","Louth","Female","Euro","452.56"
"Median Weekly Earnings","2013","Meath","Both sexes","Euro","576.9"
"Median Weekly Earnings","2013","Meath","Male","Euro","659.06"
"Median Weekly Earnings","2013","Meath","Female","Euro","501.02"
"Median Weekly Earnings","2013","Offaly","Both sexes","Euro","529.5"
"Median Weekly Earnings","2013","Offaly","Male","Euro","584.4"
"Median Weekly Earnings","2013","Offaly","Female","Euro","462.16"
"Median Weekly Earnings","2013","Westmeath","Both sexes","Euro","542.63"
"Median Weekly Earnings","2013","Westmeath","Male","Euro","602.12"
"Median Weekly Earnings","2013","Westmeath","Female","Euro","473.83"
"Median Weekly Earnings","2013","Wexford","Both sexes","Euro","481.54"
"Median Weekly Earnings","2013","Wexford","Male","Euro","535.23"
"Median Weekly Earnings","2013","Wexford","Female","Euro","422.2"
"Median Weekly Earnings","2013","Wicklow","Both sexes","Euro","553.79"
"Median Weekly Earnings","2013","Wicklow","Male","Euro","640.42"
"Median Weekly Earnings","2013","Wicklow","Female","Euro","477.04"
"Median Weekly Earnings","2013","Clare","Both sexes","Euro","535.13"
"Median Weekly Earnings","2013","Clare","Male","Euro","610.29"
"Median Weekly Earnings","2013","Clare","Female","Euro","473.45"
"Median Weekly Earnings","2013","Cork","Both sexes","Euro","553.33"
"Median Weekly Earnings","2013","Cork","Male","Euro","637.08"
"Median Weekly Earnings","2013","Cork","Female","Euro","472.79"
"Median Weekly Earnings","2013","Kerry","Both sexes","Euro","475.85"
"Median Weekly Earnings","2013","Kerry","Male","Euro","532.27"
"Median Weekly Earnings","2013","Kerry","Female","Euro","419.54"
"Median Weekly Earnings","2013","Limerick","Both sexes","Euro","534"
"Median Weekly Earnings","2013","Limerick","Male","Euro","600.97"
"Median Weekly Earnings","2013","Limerick","Female","Euro","465.21"
"Median Weekly Earnings","2013","Tipperary","Both sexes","Euro","518.37"
"Median Weekly Earnings","2013","Tipperary","Male","Euro","576.92"
"Median Weekly Earnings","2013","Tipperary","Female","Euro","452.38"
"Median Weekly Earnings","2013","Waterford","Both sexes","Euro","519.23"
"Median Weekly Earnings","2013","Waterford","Male","Euro","599.81"
"Median Weekly Earnings","2013","Waterford","Female","Euro","446.92"
"Median Weekly Earnings","2013","Galway","Both sexes","Euro","535.79"
"Median Weekly Earnings","2013","Galway","Male","Euro","579.18"
"Median Weekly Earnings","2013","Galway","Female","Euro","495.17"
"Median Weekly Earnings","2013","Leitrim","Both sexes","Euro","514.62"
"Median Weekly Earnings","2013","Leitrim","Male","Euro","553.4"
"Median Weekly Earnings","2013","Leitrim","Female","Euro","472.94"
"Median Weekly Earnings","2013","Mayo","Both sexes","Euro","496.66"
"Median Weekly Earnings","2013","Mayo","Male","Euro","551.71"
"Median Weekly Earnings","2013","Mayo","Female","Euro","441.88"
"Median Weekly Earnings","2013","Roscommon","Both sexes","Euro","528.22"
"Median Weekly Earnings","2013","Roscommon","Male","Euro","576.6"
"Median Weekly Earnings","2013","Roscommon","Female","Euro","478.38"
"Median Weekly Earnings","2013","Sligo","Both sexes","Euro","535.02"
"Median Weekly Earnings","2013","Sligo","Male","Euro","571.46"
"Median Weekly Earnings","2013","Sligo","Female","Euro","497.19"
"Median Weekly Earnings","2013","Cavan","Both sexes","Euro","503.73"
"Median Weekly Earnings","2013","Cavan","Male","Euro","553.42"
"Median Weekly Earnings","2013","Cavan","Female","Euro","449.65"
"Median Weekly Earnings","2013","Donegal","Both sexes","Euro","429.45"
"Median Weekly Earnings","2013","Donegal","Male","Euro","462"
"Median Weekly Earnings","2013","Donegal","Female","Euro","391.02"
"Median Weekly Earnings","2013","Monaghan","Both sexes","Euro","463.1"
"Median Weekly Earnings","2013","Monaghan","Male","Euro","491.12"
"Median Weekly Earnings","2013","Monaghan","Female","Euro","426.42"
"Median Weekly Earnings","2014","All counties (1)","Both sexes","Euro","548.37"
"Median Weekly Earnings","2014","All counties (1)","Male","Euro","608.93"
"Median Weekly Earnings","2014","All counties (1)","Female","Euro","484.63"
"Median Weekly Earnings","2014","Carlow","Both sexes","Euro","514.25"
"Median Weekly Earnings","2014","Carlow","Male","Euro","569.88"
"Median Weekly Earnings","2014","Carlow","Female","Euro","439.3"
"Median Weekly Earnings","2014","Dublin","Both sexes","Euro","589.06"
"Median Weekly Earnings","2014","Dublin","Male","Euro","653.73"
"Median Weekly Earnings","2014","Dublin","Female","Euro","529.56"
"Median Weekly Earnings","2014","Kildare","Both sexes","Euro","586.06"
"Median Weekly Earnings","2014","Kildare","Male","Euro","664"
"Median Weekly Earnings","2014","Kildare","Female","Euro","505.19"
"Median Weekly Earnings","2014","Kilkenny","Both sexes","Euro","541.98"
"Median Weekly Earnings","2014","Kilkenny","Male","Euro","598.1"
"Median Weekly Earnings","2014","Kilkenny","Female","Euro","484.38"
"Median Weekly Earnings","2014","Laois","Both sexes","Euro","552.84"
"Median Weekly Earnings","2014","Laois","Male","Euro","605.99"
"Median Weekly Earnings","2014","Laois","Female","Euro","492.63"
"Median Weekly Earnings","2014","Longford","Both sexes","Euro","502.83"
"Median Weekly Earnings","2014","Longford","Male","Euro","541.63"
"Median Weekly Earnings","2014","Longford","Female","Euro","458.08"
"Median Weekly Earnings","2014","Louth","Both sexes","Euro","520.5"
"Median Weekly Earnings","2014","Louth","Male","Euro","580.54"
"Median Weekly Earnings","2014","Louth","Female","Euro","454.72"
"Median Weekly Earnings","2014","Meath","Both sexes","Euro","576.04"
"Median Weekly Earnings","2014","Meath","Male","Euro","653.29"
"Median Weekly Earnings","2014","Meath","Female","Euro","498.44"
"Median Weekly Earnings","2014","Offaly","Both sexes","Euro","528.5"
"Median Weekly Earnings","2014","Offaly","Male","Euro","575.94"
"Median Weekly Earnings","2014","Offaly","Female","Euro","465.77"
"Median Weekly Earnings","2014","Westmeath","Both sexes","Euro","542.05"
"Median Weekly Earnings","2014","Westmeath","Male","Euro","599.42"
"Median Weekly Earnings","2014","Westmeath","Female","Euro","476.75"
"Median Weekly Earnings","2014","Wexford","Both sexes","Euro","480"
"Median Weekly Earnings","2014","Wexford","Male","Euro","531.88"
"Median Weekly Earnings","2014","Wexford","Female","Euro","420"
"Median Weekly Earnings","2014","Wicklow","Both sexes","Euro","551.09"
"Median Weekly Earnings","2014","Wicklow","Male","Euro","637.07"
"Median Weekly Earnings","2014","Wicklow","Female","Euro","475.38"
"Median Weekly Earnings","2014","Clare","Both sexes","Euro","542.22"
"Median Weekly Earnings","2014","Clare","Male","Euro","615.14"
"Median Weekly Earnings","2014","Clare","Female","Euro","478.55"
"Median Weekly Earnings","2014","Cork","Both sexes","Euro","553.71"
"Median Weekly Earnings","2014","Cork","Male","Euro","636.14"
"Median Weekly Earnings","2014","Cork","Female","Euro","471.59"
"Median Weekly Earnings","2014","Kerry","Both sexes","Euro","477.79"
"Median Weekly Earnings","2014","Kerry","Male","Euro","532.57"
"Median Weekly Earnings","2014","Kerry","Female","Euro","419.5"
"Median Weekly Earnings","2014","Limerick","Both sexes","Euro","539.62"
"Median Weekly Earnings","2014","Limerick","Male","Euro","603.96"
"Median Weekly Earnings","2014","Limerick","Female","Euro","468.63"
"Median Weekly Earnings","2014","Tipperary","Both sexes","Euro","520.96"
"Median Weekly Earnings","2014","Tipperary","Male","Euro","577.08"
"Median Weekly Earnings","2014","Tipperary","Female","Euro","455.84"
"Median Weekly Earnings","2014","Waterford","Both sexes","Euro","514.87"
"Median Weekly Earnings","2014","Waterford","Male","Euro","596.52"
"Median Weekly Earnings","2014","Waterford","Female","Euro","438.25"
"Median Weekly Earnings","2014","Galway","Both sexes","Euro","547"
"Median Weekly Earnings","2014","Galway","Male","Euro","587.77"
"Median Weekly Earnings","2014","Galway","Female","Euro","504.86"
"Median Weekly Earnings","2014","Leitrim","Both sexes","Euro","510.35"
"Median Weekly Earnings","2014","Leitrim","Male","Euro","549.73"
"Median Weekly Earnings","2014","Leitrim","Female","Euro","474.64"
"Median Weekly Earnings","2014","Mayo","Both sexes","Euro","497.43"
"Median Weekly Earnings","2014","Mayo","Male","Euro","552.87"
"Median Weekly Earnings","2014","Mayo","Female","Euro","443.2"
"Median Weekly Earnings","2014","Roscommon","Both sexes","Euro","530.32"
"Median Weekly Earnings","2014","Roscommon","Male","Euro","578.33"
"Median Weekly Earnings","2014","Roscommon","Female","Euro","478.8"
"Median Weekly Earnings","2014","Sligo","Both sexes","Euro","535.28"
"Median Weekly Earnings","2014","Sligo","Male","Euro","571.83"
"Median Weekly Earnings","2014","Sligo","Female","Euro","497.83"
"Median Weekly Earnings","2014","Cavan","Both sexes","Euro","505.99"
"Median Weekly Earnings","2014","Cavan","Male","Euro","552.1"
"Median Weekly Earnings","2014","Cavan","Female","Euro","454.47"
"Median Weekly Earnings","2014","Donegal","Both sexes","Euro","431.75"
"Median Weekly Earnings","2014","Donegal","Male","Euro","466.38"
"Median Weekly Earnings","2014","Donegal","Female","Euro","393.89"
"Median Weekly Earnings","2014","Monaghan","Both sexes","Euro","465.36"
"Median Weekly Earnings","2014","Monaghan","Male","Euro","490.94"
"Median Weekly Earnings","2014","Monaghan","Female","Euro","427.92"
"Median Weekly Earnings","2015","All counties (1)","Both sexes","Euro","550.68"
"Median Weekly Earnings","2015","All counties (1)","Male","Euro","609.68"
"Median Weekly Earnings","2015","All counties (1)","Female","Euro","486.54"
"Median Weekly Earnings","2015","Carlow","Both sexes","Euro","517.45"
"Median Weekly Earnings","2015","Carlow","Male","Euro","566.73"
"Median Weekly Earnings","2015","Carlow","Female","Euro","441.98"
"Median Weekly Earnings","2015","Dublin","Both sexes","Euro","592.33"
"Median Weekly Earnings","2015","Dublin","Male","Euro","654.02"
"Median Weekly Earnings","2015","Dublin","Female","Euro","530.94"
"Median Weekly Earnings","2015","Kildare","Both sexes","Euro","592.43"
"Median Weekly Earnings","2015","Kildare","Male","Euro","669.27"
"Median Weekly Earnings","2015","Kildare","Female","Euro","513.92"
"Median Weekly Earnings","2015","Kilkenny","Both sexes","Euro","545.5"
"Median Weekly Earnings","2015","Kilkenny","Male","Euro","592.21"
"Median Weekly Earnings","2015","Kilkenny","Female","Euro","491.43"
"Median Weekly Earnings","2015","Laois","Both sexes","Euro","555.79"
"Median Weekly Earnings","2015","Laois","Male","Euro","608.13"
"Median Weekly Earnings","2015","Laois","Female","Euro","497.02"
"Median Weekly Earnings","2015","Longford","Both sexes","Euro","503.29"
"Median Weekly Earnings","2015","Longford","Male","Euro","546.23"
"Median Weekly Earnings","2015","Longford","Female","Euro","456.57"
"Median Weekly Earnings","2015","Louth","Both sexes","Euro","523.63"
"Median Weekly Earnings","2015","Louth","Male","Euro","581.88"
"Median Weekly Earnings","2015","Louth","Female","Euro","460"
"Median Weekly Earnings","2015","Meath","Both sexes","Euro","577.85"
"Median Weekly Earnings","2015","Meath","Male","Euro","651.77"
"Median Weekly Earnings","2015","Meath","Female","Euro","501.13"
"Median Weekly Earnings","2015","Offaly","Both sexes","Euro","528.08"
"Median Weekly Earnings","2015","Offaly","Male","Euro","579.1"
"Median Weekly Earnings","2015","Offaly","Female","Euro","463.83"
"Median Weekly Earnings","2015","Westmeath","Both sexes","Euro","540"
"Median Weekly Earnings","2015","Westmeath","Male","Euro","596.96"
"Median Weekly Earnings","2015","Westmeath","Female","Euro","475.99"
"Median Weekly Earnings","2015","Wexford","Both sexes","Euro","484.62"
"Median Weekly Earnings","2015","Wexford","Male","Euro","534.73"
"Median Weekly Earnings","2015","Wexford","Female","Euro","420.96"
"Median Weekly Earnings","2015","Wicklow","Both sexes","Euro","558.23"
"Median Weekly Earnings","2015","Wicklow","Male","Euro","635.25"
"Median Weekly Earnings","2015","Wicklow","Female","Euro","480.25"
"Median Weekly Earnings","2015","Clare","Both sexes","Euro","543"
"Median Weekly Earnings","2015","Clare","Male","Euro","615.06"
"Median Weekly Earnings","2015","Clare","Female","Euro","480.23"
"Median Weekly Earnings","2015","Cork","Both sexes","Euro","559.9"
"Median Weekly Earnings","2015","Cork","Male","Euro","641.29"
"Median Weekly Earnings","2015","Cork","Female","Euro","476.92"
"Median Weekly Earnings","2015","Kerry","Both sexes","Euro","478.21"
"Median Weekly Earnings","2015","Kerry","Male","Euro","537.07"
"Median Weekly Earnings","2015","Kerry","Female","Euro","416.08"
"Median Weekly Earnings","2015","Limerick","Both sexes","Euro","541.06"
"Median Weekly Earnings","2015","Limerick","Male","Euro","606.47"
"Median Weekly Earnings","2015","Limerick","Female","Euro","473.38"
"Median Weekly Earnings","2015","Tipperary","Both sexes","Euro","520.7"
"Median Weekly Earnings","2015","Tipperary","Male","Euro","576.57"
"Median Weekly Earnings","2015","Tipperary","Female","Euro","458.19"
"Median Weekly Earnings","2015","Waterford","Both sexes","Euro","515"
"Median Weekly Earnings","2015","Waterford","Male","Euro","591.43"
"Median Weekly Earnings","2015","Waterford","Female","Euro","438.68"
"Median Weekly Earnings","2015","Galway","Both sexes","Euro","541.87"
"Median Weekly Earnings","2015","Galway","Male","Euro","586.13"
"Median Weekly Earnings","2015","Galway","Female","Euro","496.44"
"Median Weekly Earnings","2015","Leitrim","Both sexes","Euro","509.46"
"Median Weekly Earnings","2015","Leitrim","Male","Euro","547.22"
"Median Weekly Earnings","2015","Leitrim","Female","Euro","476.41"
"Median Weekly Earnings","2015","Mayo","Both sexes","Euro","500"
"Median Weekly Earnings","2015","Mayo","Male","Euro","553.62"
"Median Weekly Earnings","2015","Mayo","Female","Euro","446.53"
"Median Weekly Earnings","2015","Roscommon","Both sexes","Euro","530.17"
"Median Weekly Earnings","2015","Roscommon","Male","Euro","577.1"
"Median Weekly Earnings","2015","Roscommon","Female","Euro","480.75"
"Median Weekly Earnings","2015","Sligo","Both sexes","Euro","534.96"
"Median Weekly Earnings","2015","Sligo","Male","Euro","572.8"
"Median Weekly Earnings","2015","Sligo","Female","Euro","498.3"
"Median Weekly Earnings","2015","Cavan","Both sexes","Euro","513.56"
"Median Weekly Earnings","2015","Cavan","Male","Euro","559.67"
"Median Weekly Earnings","2015","Cavan","Female","Euro","458.9"
"Median Weekly Earnings","2015","Donegal","Both sexes","Euro","434.51"
"Median Weekly Earnings","2015","Donegal","Male","Euro","470.38"
"Median Weekly Earnings","2015","Donegal","Female","Euro","392"
"Median Weekly Earnings","2015","Monaghan","Both sexes","Euro","468.5"
"Median Weekly Earnings","2015","Monaghan","Male","Euro","499.65"
"Median Weekly Earnings","2015","Monaghan","Female","Euro","424.32"
"Median Weekly Earnings","2016","All counties (1)","Both sexes","Euro","560.21"
"Median Weekly Earnings","2016","All counties (1)","Male","Euro","618.7"
"Median Weekly Earnings","2016","All counties (1)","Female","Euro","494.12"
"Median Weekly Earnings","2016","Carlow","Both sexes","Euro","519.37"
"Median Weekly Earnings","2016","Carlow","Male","Euro","575.31"
"Median Weekly Earnings","2016","Carlow","Female","Euro","438.29"
"Median Weekly Earnings","2016","Dublin","Both sexes","Euro","611.44"
"Median Weekly Earnings","2016","Dublin","Male","Euro","670.67"
"Median Weekly Earnings","2016","Dublin","Female","Euro","552.57"
"Median Weekly Earnings","2016","Kildare","Both sexes","Euro","600.92"
"Median Weekly Earnings","2016","Kildare","Male","Euro","675.67"
"Median Weekly Earnings","2016","Kildare","Female","Euro","519.92"
"Median Weekly Earnings","2016","Kilkenny","Both sexes","Euro","542.6"
"Median Weekly Earnings","2016","Kilkenny","Male","Euro","593.94"
"Median Weekly Earnings","2016","Kilkenny","Female","Euro","483.67"
"Median Weekly Earnings","2016","Laois","Both sexes","Euro","557.81"
"Median Weekly Earnings","2016","Laois","Male","Euro","610.53"
"Median Weekly Earnings","2016","Laois","Female","Euro","492.14"
"Median Weekly Earnings","2016","Longford","Both sexes","Euro","507.5"
"Median Weekly Earnings","2016","Longford","Male","Euro","548.65"
"Median Weekly Earnings","2016","Longford","Female","Euro","454.19"
"Median Weekly Earnings","2016","Louth","Both sexes","Euro","527.97"
"Median Weekly Earnings","2016","Louth","Male","Euro","584.92"
"Median Weekly Earnings","2016","Louth","Female","Euro","465.81"
"Median Weekly Earnings","2016","Meath","Both sexes","Euro","584.66"
"Median Weekly Earnings","2016","Meath","Male","Euro","659.41"
"Median Weekly Earnings","2016","Meath","Female","Euro","504.54"
"Median Weekly Earnings","2016","Offaly","Both sexes","Euro","529.12"
"Median Weekly Earnings","2016","Offaly","Male","Euro","580.38"
"Median Weekly Earnings","2016","Offaly","Female","Euro","460.16"
"Median Weekly Earnings","2016","Westmeath","Both sexes","Euro","546.81"
"Median Weekly Earnings","2016","Westmeath","Male","Euro","603.89"
"Median Weekly Earnings","2016","Westmeath","Female","Euro","478.1"
"Median Weekly Earnings","2016","Wexford","Both sexes","Euro","491.76"
"Median Weekly Earnings","2016","Wexford","Male","Euro","546.48"
"Median Weekly Earnings","2016","Wexford","Female","Euro","423.96"
"Median Weekly Earnings","2016","Wicklow","Both sexes","Euro","568.42"
"Median Weekly Earnings","2016","Wicklow","Male","Euro","645.19"
"Median Weekly Earnings","2016","Wicklow","Female","Euro","488.65"
"Median Weekly Earnings","2016","Clare","Both sexes","Euro","544.44"
"Median Weekly Earnings","2016","Clare","Male","Euro","615.39"
"Median Weekly Earnings","2016","Clare","Female","Euro","475.71"
"Median Weekly Earnings","2016","Cork","Both sexes","Euro","566.75"
"Median Weekly Earnings","2016","Cork","Male","Euro","649.98"
"Median Weekly Earnings","2016","Cork","Female","Euro","480.92"
"Median Weekly Earnings","2016","Kerry","Both sexes","Euro","472.67"
"Median Weekly Earnings","2016","Kerry","Male","Euro","537.9"
"Median Weekly Earnings","2016","Kerry","Female","Euro","410.21"
"Median Weekly Earnings","2016","Limerick","Both sexes","Euro","545.38"
"Median Weekly Earnings","2016","Limerick","Male","Euro","610.87"
"Median Weekly Earnings","2016","Limerick","Female","Euro","475.69"
"Median Weekly Earnings","2016","Tipperary","Both sexes","Euro","517.49"
"Median Weekly Earnings","2016","Tipperary","Male","Euro","575.65"
"Median Weekly Earnings","2016","Tipperary","Female","Euro","450.87"
"Median Weekly Earnings","2016","Waterford","Both sexes","Euro","519.23"
"Median Weekly Earnings","2016","Waterford","Male","Euro","589.92"
"Median Weekly Earnings","2016","Waterford","Female","Euro","441.59"
"Median Weekly Earnings","2016","Galway","Both sexes","Euro","551.15"
"Median Weekly Earnings","2016","Galway","Male","Euro","595.54"
"Median Weekly Earnings","2016","Galway","Female","Euro","500.88"
"Median Weekly Earnings","2016","Leitrim","Both sexes","Euro","506.4"
"Median Weekly Earnings","2016","Leitrim","Male","Euro","545.12"
"Median Weekly Earnings","2016","Leitrim","Female","Euro","467.98"
"Median Weekly Earnings","2016","Mayo","Both sexes","Euro","496.71"
"Median Weekly Earnings","2016","Mayo","Male","Euro","553.03"
"Median Weekly Earnings","2016","Mayo","Female","Euro","440.05"
"Median Weekly Earnings","2016","Roscommon","Both sexes","Euro","529.13"
"Median Weekly Earnings","2016","Roscommon","Male","Euro","578.77"
"Median Weekly Earnings","2016","Roscommon","Female","Euro","479.12"
"Median Weekly Earnings","2016","Sligo","Both sexes","Euro","526.36"
"Median Weekly Earnings","2016","Sligo","Male","Euro","560.96"
"Median Weekly Earnings","2016","Sligo","Female","Euro","490.25"
"Median Weekly Earnings","2016","Cavan","Both sexes","Euro","509.83"
"Median Weekly Earnings","2016","Cavan","Male","Euro","560"
"Median Weekly Earnings","2016","Cavan","Female","Euro","449.46"
"Median Weekly Earnings","2016","Donegal","Both sexes","Euro","439.43"
"Median Weekly Earnings","2016","Donegal","Male","Euro","478.58"
"Median Weekly Earnings","2016","Donegal","Female","Euro","393.92"
"Median Weekly Earnings","2016","Monaghan","Both sexes","Euro","479.3"
"Median Weekly Earnings","2016","Monaghan","Male","Euro","511.99"
"Median Weekly Earnings","2016","Monaghan","Female","Euro","430.69"
"Median Weekly Earnings","2017","All counties (1)","Both sexes","Euro","575.75"
"Median Weekly Earnings","2017","All counties (1)","Male","Euro","636.13"
"Median Weekly Earnings","2017","All counties (1)","Female","Euro","504.77"
"Median Weekly Earnings","2017","Carlow","Both sexes","Euro","532.16"
"Median Weekly Earnings","2017","Carlow","Male","Euro","589.26"
"Median Weekly Earnings","2017","Carlow","Female","Euro","447.33"
"Median Weekly Earnings","2017","Dublin","Both sexes","Euro","625.85"
"Median Weekly Earnings","2017","Dublin","Male","Euro","689"
"Median Weekly Earnings","2017","Dublin","Female","Euro","562.15"
"Median Weekly Earnings","2017","Kildare","Both sexes","Euro","620.22"
"Median Weekly Earnings","2017","Kildare","Male","Euro","697.96"
"Median Weekly Earnings","2017","Kildare","Female","Euro","533.5"
"Median Weekly Earnings","2017","Kilkenny","Both sexes","Euro","565.31"
"Median Weekly Earnings","2017","Kilkenny","Male","Euro","614.29"
"Median Weekly Earnings","2017","Kilkenny","Female","Euro","501.85"
"Median Weekly Earnings","2017","Laois","Both sexes","Euro","571.74"
"Median Weekly Earnings","2017","Laois","Male","Euro","625.12"
"Median Weekly Earnings","2017","Laois","Female","Euro","501.8"
"Median Weekly Earnings","2017","Longford","Both sexes","Euro","518.33"
"Median Weekly Earnings","2017","Longford","Male","Euro","559.23"
"Median Weekly Earnings","2017","Longford","Female","Euro","461.78"
"Median Weekly Earnings","2017","Louth","Both sexes","Euro","542.58"
"Median Weekly Earnings","2017","Louth","Male","Euro","602.29"
"Median Weekly Earnings","2017","Louth","Female","Euro","473.18"
"Median Weekly Earnings","2017","Meath","Both sexes","Euro","602.11"
"Median Weekly Earnings","2017","Meath","Male","Euro","679.43"
"Median Weekly Earnings","2017","Meath","Female","Euro","517.09"
"Median Weekly Earnings","2017","Offaly","Both sexes","Euro","544.68"
"Median Weekly Earnings","2017","Offaly","Male","Euro","596.74"
"Median Weekly Earnings","2017","Offaly","Female","Euro","475.6"
"Median Weekly Earnings","2017","Westmeath","Both sexes","Euro","558"
"Median Weekly Earnings","2017","Westmeath","Male","Euro","617.39"
"Median Weekly Earnings","2017","Westmeath","Female","Euro","484.77"
"Median Weekly Earnings","2017","Wexford","Both sexes","Euro","506.82"
"Median Weekly Earnings","2017","Wexford","Male","Euro","565.15"
"Median Weekly Earnings","2017","Wexford","Female","Euro","437.94"
"Median Weekly Earnings","2017","Wicklow","Both sexes","Euro","581.17"
"Median Weekly Earnings","2017","Wicklow","Male","Euro","658"
"Median Weekly Earnings","2017","Wicklow","Female","Euro","501.27"
"Median Weekly Earnings","2017","Clare","Both sexes","Euro","561.98"
"Median Weekly Earnings","2017","Clare","Male","Euro","633.31"
"Median Weekly Earnings","2017","Clare","Female","Euro","491.1"
"Median Weekly Earnings","2017","Cork","Both sexes","Euro","580.86"
"Median Weekly Earnings","2017","Cork","Male","Euro","665.46"
"Median Weekly Earnings","2017","Cork","Female","Euro","491.44"
"Median Weekly Earnings","2017","Kerry","Both sexes","Euro","490.63"
"Median Weekly Earnings","2017","Kerry","Male","Euro","552.53"
"Median Weekly Earnings","2017","Kerry","Female","Euro","426.92"
"Median Weekly Earnings","2017","Limerick","Both sexes","Euro","559.71"
"Median Weekly Earnings","2017","Limerick","Male","Euro","625.29"
"Median Weekly Earnings","2017","Limerick","Female","Euro","486.14"
"Median Weekly Earnings","2017","Tipperary","Both sexes","Euro","532.98"
"Median Weekly Earnings","2017","Tipperary","Male","Euro","594.65"
"Median Weekly Earnings","2017","Tipperary","Female","Euro","462.01"
"Median Weekly Earnings","2017","Waterford","Both sexes","Euro","535.03"
"Median Weekly Earnings","2017","Waterford","Male","Euro","610.23"
"Median Weekly Earnings","2017","Waterford","Female","Euro","453"
"Median Weekly Earnings","2017","Galway","Both sexes","Euro","570.5"
"Median Weekly Earnings","2017","Galway","Male","Euro","615.38"
"Median Weekly Earnings","2017","Galway","Female","Euro","518.26"
"Median Weekly Earnings","2017","Leitrim","Both sexes","Euro","525.83"
"Median Weekly Earnings","2017","Leitrim","Male","Euro","567.55"
"Median Weekly Earnings","2017","Leitrim","Female","Euro","479.27"
"Median Weekly Earnings","2017","Mayo","Both sexes","Euro","511.52"
"Median Weekly Earnings","2017","Mayo","Male","Euro","567.44"
"Median Weekly Earnings","2017","Mayo","Female","Euro","455.63"
"Median Weekly Earnings","2017","Roscommon","Both sexes","Euro","545.56"
"Median Weekly Earnings","2017","Roscommon","Male","Euro","596.62"
"Median Weekly Earnings","2017","Roscommon","Female","Euro","490.27"
"Median Weekly Earnings","2017","Sligo","Both sexes","Euro","541.93"
"Median Weekly Earnings","2017","Sligo","Male","Euro","579.55"
"Median Weekly Earnings","2017","Sligo","Female","Euro","503.33"
"Median Weekly Earnings","2017","Cavan","Both sexes","Euro","524.83"
"Median Weekly Earnings","2017","Cavan","Male","Euro","575.48"
"Median Weekly Earnings","2017","Cavan","Female","Euro","460.77"
"Median Weekly Earnings","2017","Donegal","Both sexes","Euro","456.14"
"Median Weekly Earnings","2017","Donegal","Male","Euro","496.36"
"Median Weekly Earnings","2017","Donegal","Female","Euro","407.42"
"Median Weekly Earnings","2017","Monaghan","Both sexes","Euro","491.63"
"Median Weekly Earnings","2017","Monaghan","Male","Euro","532.14"
"Median Weekly Earnings","2017","Monaghan","Female","Euro","437.36"
"Median Weekly Earnings","2018","All counties (1)","Both sexes","Euro","592.6"
"Median Weekly Earnings","2018","All counties (1)","Male","Euro","659.58"
"Median Weekly Earnings","2018","All counties (1)","Female","Euro","517.62"
"Median Weekly Earnings","2018","Carlow","Both sexes","Euro","548.63"
"Median Weekly Earnings","2018","Carlow","Male","Euro","607.86"
"Median Weekly Earnings","2018","Carlow","Female","Euro","454.29"
"Median Weekly Earnings","2018","Dublin","Both sexes","Euro","645.78"
"Median Weekly Earnings","2018","Dublin","Male","Euro","714.67"
"Median Weekly Earnings","2018","Dublin","Female","Euro","573"
"Median Weekly Earnings","2018","Kildare","Both sexes","Euro","639.9"
"Median Weekly Earnings","2018","Kildare","Male","Euro","724.87"
"Median Weekly Earnings","2018","Kildare","Female","Euro","544.4"
"Median Weekly Earnings","2018","Kilkenny","Both sexes","Euro","586.79"
"Median Weekly Earnings","2018","Kilkenny","Male","Euro","640.86"
"Median Weekly Earnings","2018","Kilkenny","Female","Euro","525.34"
"Median Weekly Earnings","2018","Laois","Both sexes","Euro","589.05"
"Median Weekly Earnings","2018","Laois","Male","Euro","645.87"
"Median Weekly Earnings","2018","Laois","Female","Euro","514.6"
"Median Weekly Earnings","2018","Longford","Both sexes","Euro","528"
"Median Weekly Earnings","2018","Longford","Male","Euro","571.03"
"Median Weekly Earnings","2018","Longford","Female","Euro","474.77"
"Median Weekly Earnings","2018","Louth","Both sexes","Euro","557.69"
"Median Weekly Earnings","2018","Louth","Male","Euro","620.22"
"Median Weekly Earnings","2018","Louth","Female","Euro","483.81"
"Median Weekly Earnings","2018","Meath","Both sexes","Euro","618.54"
"Median Weekly Earnings","2018","Meath","Male","Euro","703.99"
"Median Weekly Earnings","2018","Meath","Female","Euro","528.9"
"Median Weekly Earnings","2018","Offaly","Both sexes","Euro","557.63"
"Median Weekly Earnings","2018","Offaly","Male","Euro","616.3"
